141.95	45.34	6.163902969	18.01193167	6.163902969	15.01193167	-2.843256032
46.3	44.06	6.683320118	17.70645186	6.683320118	14.70645186	-2.140550999
202.17	78.93	3.235295462	14.79875799	3.235295462	11.79875799	-3.843959333
101.82	31.78	7.05479365	19.25061834	7.05479365	16.25061834	-2.695577352
36.26	40.45	5.870563985	19.05036301	5.870563985	16.05036301	-3.75965382
248.04	86.72	2.893937364	8.776020028	2.893937364	5.776020028	-0.571674653
225.34	3.81	0.840764717	23.53687277	0.840764717	20.53687277	-11.48135895
108.06	87.57	2.439495824	8.405248392	2.439495824	5.405248392	-0.803653211
134.09	17.03	3.58764107	22.55111279	3.58764107	19.55111279	-8.143026605
121.34	60.04	6.723241654	13.21774064	6.723241654	10.21774064	0.592597268
164.79	52.78	4.417629918	18.17460683	4.417629918	15.17460683	-4.687134178
18.45	60.76	4.291655284	16.89711307	4.291655284	13.89711307	-4.046612559
79.53	32.49	7.161857447	19.05537649	7.161857447	16.05537649	-2.471368448
172.98	55.83	3.852745629	18.03875646	3.852745629	15.03875646	-5.170508249
213.95	73	4.595535333	14.00402865	4.595535333	11.00402865	-2.006881858
160.12	1.73	0.279827071	23.58187574	0.279827071	20.58187574	-12.06929837
171.33	7.55	1.075800201	23.44892875	1.075800201	20.44892875	-11.19355705
151.45	87.73	3.374084869	13.79038014	3.374084869	10.79038014	-3.100143215
171.96	58.62	3.742612888	17.65249231	3.742612888	14.65249231	-5.048882501
66.85	20.81	5.003100556	21.72892298	5.003100556	18.72892298	-6.234253235
22	36.31	4.647837827	20.39517956	4.647837827	17.39517956	-5.789269912
242.42	10.98	2.739818805	23.07241947	2.739818805	20.07241947	-9.303632876
64.87	24.16	5.573063179	21.15449335	5.573063179	18.15449335	-5.319632829
156.53	23.21	3.544911484	22.15217819	3.544911484	19.15217819	-7.946395431
235.76	29.85	6.094072475	20.25783188	6.094072475	17.25783188	-4.260626656
262.71	13.7	3.655162297	22.70086124	3.655162297	19.70086124	-8.165354445
67.99	31.32	6.753848741	19.57527455	6.753848741	16.57527455	-3.19131599
130	10.95	2.479795428	23.13252787	2.479795428	20.13252787	-9.599721296
2.9	79.57	1.480440811	15.84207778	1.480440811	12.84207778	-6.224805855
57.14	8.49	2.061257614	23.29296154	2.061257614	20.29296154	-10.11451931
124.16	83.7	3.971341908	10.29124782	3.971341908	7.291247824	-0.403406787
4.4	35.91	3.834704916	20.82527575	3.834704916	17.82527575	-6.860460532
127.02	4.27	1.012670093	23.51746796	1.012670093	20.51746796	-11.29781068
166.04	30.81	3.840841986	21.37190077	3.840841986	18.37190077	-7.182298476
169.83	66.24	3.293334184	16.68838086	3.293334184	13.68838086	-4.91969433
132.27	71.52	5.295744764	12.46722493	5.295744764	9.467224926	-0.384590192
16.8	49.04	4.599468632	18.65283138	4.599468632	15.65283138	-4.792230198
24.76	61.76	4.74261045	16.3011131	4.74261045	13.3011131	-3.238057412
62.7	80.43	3.975742939	9.686000665	3.975742939	6.686000665	-0.03585746
92.83	4.93	1.366969968	23.47212448	1.366969968	20.47212448	-10.91630472
120.79	27.33	5.889020561	20.66294765	5.889020561	17.66294765	-4.708748029
4.49	4.16	0.583382145	23.5476963	0.583382145	20.5476963	-11.74523563
198.37	17.59	2.631359557	22.78782282	2.631359557	19.78782282	-9.241334134
100.52	64.81	6.18964453	10.72293062	6.18964453	7.722930617	1.55588616
244.39	64.96	6.230903861	11.69805984	6.230903861	8.69805984	1.012067957
172.92	79	1.7968243	15.77393721	1.7968243	12.77393721	-5.867538025
85.9	52.42	7.716974766	13.57924835	7.716974766	10.57924835	1.369425756
118.27	6.36	1.605008864	23.41590138	1.605008864	20.41590138	-10.64453196
175.42	83.05	1.153848611	15.66678792	1.153848611	12.66678792	-6.446224143
75.19	72.03	4.909862505	9.603405044	4.909862505	6.603405044	0.947819478
256.71	25.74	6.135439475	20.65570945	6.135439475	17.65570945	-4.457986198
106.85	48.93	7.764384967	14.88891922	7.764384967	11.88891922	0.631033432
97.61	88.63	1.114753336	7.759179475	1.114753336	4.759179475	-1.740754349
173.37	64.41	3.260551335	17.00399207	3.260551335	14.00399207	-5.141843908
86	75.51	3.899109137	8.646881834	3.899109137	5.646881834	0.510980036
134.66	38.99	6.398613534	18.82668745	6.398613534	15.82668745	-3.097398935
154.49	42.36	5.159268692	19.28984415	5.159268692	16.28984415	-4.614637798
52.39	50.46	7.045129317	15.85617916	7.045129317	12.85617916	-0.668578181
42.28	24.22	4.638653724	21.63668947	4.638653724	18.63668947	-6.543359958
265.67	67.41	5.678575113	10.00681927	5.678575113	7.006819272	1.47448355
103.59	45.35	7.876573407	15.72565308	7.876573407	12.72565308	0.241181558
228.66	58.21	6.530118167	14.56340645	6.530118167	11.56340645	-0.407925706
238.78	27.7	5.926635256	20.60090579	5.926635256	17.60090579	-4.633908219
196.63	12.49	1.885780941	23.18568	1.885780941	20.18568	-10.22562706
125.54	42.8	7.10110586	17.45924384	7.10110586	14.45924384	-1.574440447
4.27	32.62	3.661843046	21.25530716	3.661843046	18.25530716	-7.291341251
30.73	70.93	4.547904459	14.58932443	4.547904459	11.58932443	-2.405690201
154.7	70.23	4.181673713	15.22183572	4.181673713	12.22183572	-3.15142772
139.16	60.17	5.999067012	15.00555192	5.999067012	12.00555192	-1.204264142
169.64	12.02	1.705682423	23.23227242	1.705682423	20.23227242	-10.43368103
128.43	1.94	0.455669601	23.57522415	0.455669601	20.57522415	-11.88946489
145.35	50.39	5.937824561	17.31479974	5.937824561	14.31479974	-2.651055281
87.9	27.07	6.472524126	20.28281739	6.472524126	17.28281739	-3.897166307
190.46	84.55	1.620304789	15.41109971	1.620304789	12.41109971	-5.826355035
167.41	88.28	1.717416465	15.22791788	1.717416465	12.22791788	-5.619334265
235.34	25.8	5.495395634	21.05248052	5.495395634	18.05248052	-5.33609268
230.73	72.07	5.280783684	12.02235842	5.280783684	9.022358418	-0.132631367
30.3	80.65	3.791597942	13.83073835	3.791597942	10.83073835	-2.706845066
161.55	53.78	4.615581624	17.86884023	4.615581624	14.86884023	-4.305722516
161.21	79.56	2.865509255	15.06062275	2.865509255	12.06062275	-4.370864395
100.99	84.94	2.029393446	8.02242864	2.029393446	5.02242864	-0.984063738
177.87	49.42	3.959418054	18.97469883	3.959418054	15.97469883	-5.625401243
90.01	65.55	6.020971547	10.34757199	6.020971547	7.347571988	1.612428354
82.77	51.91	7.737190908	13.76980065	7.737190908	10.76980065	1.275310518
235.7	2.33	0.566611531	23.56778158	0.566611531	20.56778158	-11.77405742
129.55	40.19	6.771647757	18.28432757	6.771647757	15.28432757	-2.398948785
132.36	58.17	6.485381829	14.6732715	6.485381829	11.6732715	-0.51858107
219.4	46.91	6.281857387	17.6120979	6.281857387	14.6120979	-2.485401354
199.98	33.51	4.344779244	20.87035581	4.344779244	17.87035581	-6.37743424
117.62	84.34	3.553411132	9.466022016	3.553411132	6.466022016	-0.326202077
155.85	74.66	3.733247326	14.91537167	3.733247326	11.91537167	-3.415975676
176.38	76.42	1.895174608	16.01041139	1.895174608	13.01041139	-5.911072227
229.14	33.53	6.182020809	19.75763796	6.182020809	16.75763796	-3.872561966
100.32	53.39	7.611442485	13.45853282	7.611442485	10.45853282	1.336322796
86.36	78.53	3.147311819	8.272832234	3.147311819	5.272832234	-0.016387522
150.45	84.02	3.561288165	13.76441191	3.561288165	10.76441191	-2.897358982
262.33	60.16	6.896890564	11.67350765	6.896890564	8.673507647	1.692785976
166.57	18.61	2.611163792	22.73239961	2.611163792	19.73239961	-9.228275973
90.17	58.85	7.074293024	11.88596357	7.074293024	8.885963573	1.74271488
79.59	6.48	1.769940502	23.38979226	1.769940502	20.38979226	-10.46393485
111.46	36.61	7.319899429	18.28704174	7.319899429	15.28704174	-1.852325613
155.51	60.02	4.820852299	16.56492623	4.820852299	13.56492623	-3.318103437
105.28	84.04	2.572740632	8.331222652	2.572740632	5.331222652	-0.625992959
115.72	72.99	5.031960858	10.35355368	5.031960858	7.353553682	0.619828649
97.79	43.61	7.941847115	16.05735956	7.941847115	13.05735956	0.107431381
124.82	68.11	5.786824326	12.07417256	5.786824326	9.07417256	0.34232079
204.53	37.53	4.884442758	20.11386558	4.884442758	17.11386558	-5.383876588
204.32	87.46	3.024028674	14.26320189	3.024028674	11.26320189	-3.733892458
170.08	88.92	1.364477946	15.3657958	1.364477946	12.3657958	-6.054999536
143.95	77.77	4.331679215	13.315612	4.331679215	10.315612	-1.857687987
147.46	35	5.267463058	20.2008454	5.267463058	17.2008454	-5.05304418
96.69	40.93	7.879141196	16.77786475	7.879141196	13.77786475	-0.387577653
260.27	22.2	5.53337101	21.34121783	5.53337101	18.34121783	-5.471359687
143.64	70.6	4.938814784	13.98307063	4.938814784	10.98307063	-1.651027593
198.12	79.46	2.806145937	15.12036689	2.806145937	12.12036689	-4.466074194
73.37	82.23	2.987873447	8.544542803	2.987873447	5.544542803	-0.338852235
65.66	50.25	7.54999146	14.94623028	7.54999146	11.94623028	0.382253293
207.11	53.9	5.287655534	17.29052593	5.287655534	14.29052593	-3.286660025
120.05	13.4	3.251451107	22.83936507	3.251451107	19.83936507	-8.652167937
137.94	80.97	4.315443224	12.29942331	4.315443224	9.29942331	-1.264210762
152.42	40.54	5.245176015	19.49087317	5.245176015	16.49087317	-4.649347885
50.74	18.51	4.043195232	22.30192731	4.043195232	19.30192731	-7.537961156
209.3	80.97	3.701054909	13.93039599	3.701054909	10.93039599	-2.857182685
199.21	68.63	3.791283524	15.91075303	3.791283524	12.91075303	-3.955168296
111.77	79.42	3.812057584	9.210716263	3.812057584	6.210716263	0.085627826
53.73	25.65	5.402486368	21.11966341	5.402486368	18.11966341	-5.469311676
99.68	60.59	6.837207435	11.6347775	6.837207435	8.634777505	1.656340932
60.05	59.79	6.776464615	13.14309371	6.776464615	10.14309371	0.69060839
146.47	11.05	2.084502285	23.20692465	2.084502285	20.20692465	-10.03965251
136.07	36.66	6.149637997	19.37068453	6.149637997	16.37068453	-3.672772721
15.11	24.78	3.354731402	22.09098456	3.354731402	19.09098456	-8.099859336
65.39	64.5	6.294054124	11.70055623	6.294054124	8.700556228	1.073720387
95.58	25.5	6.189000921	20.64227112	6.189000921	17.64227112	-4.396361752
264.26	80.66	2.664389216	8.108714075	2.664389216	5.108714075	-0.400839229
150.18	74.39	4.206318685	14.34580562	4.206318685	11.34580562	-2.601164688
128.24	35.1	6.475010129	19.31858746	6.475010129	16.31858746	-3.316142349
44.07	44.81	6.56158659	17.70164718	6.56158659	14.70164718	-2.259401721
161.32	62.53	4.19839728	16.65491736	4.19839728	13.65491736	-3.994553138
86.29	75.09	3.996145144	8.699179323	3.996145144	5.699179323	0.576637551
32.22	54.87	5.657635996	16.72643827	5.657635996	13.72643827	-2.578226967
252.59	51.73	7.635706255	14.18109794	7.635706255	11.18109794	0.927047489
241.32	29.34	6.26053281	20.19517142	6.26053281	17.19517142	-4.056570043
108.96	41.08	7.669139026	17.05409916	7.669139026	14.05409916	-0.763320469
175.63	64.24	3.192703141	17.07151785	3.192703141	14.07151785	-5.250207568
6.88	79.6	1.715886318	15.74945346	1.715886318	12.74945346	-5.933785757
62.22	64.88	6.234985447	11.91267788	6.234985447	8.912677884	0.887378716
107.23	1.68	0.452623778	23.57686764	0.452623778	20.57686764	-11.89349681
249.39	60.73	6.793179145	12.18335176	6.793179145	9.183351763	1.283168087
60.39	39.47	7.221876422	17.92097257	7.221876422	14.92097257	-1.73070712
263.9	39.4	7.811979768	17.18828197	7.811979768	14.18828197	-0.700989411
18.52	10.53	1.64047312	23.29622962	1.64047312	20.29622962	-10.53726465
162.4	73.32	3.258089559	15.58792419	3.258089559	12.58792419	-4.294664952
149.88	29.24	4.587402036	21.20350127	4.587402036	18.20350127	-6.334698729
104.09	22.16	5.463455761	21.38380899	5.463455761	18.38380899	-5.566829634
161.32	30.84	4.071893612	21.27481205	4.071893612	18.27481205	-6.892993621
